feedbackScore,positiveFeedbackPercent,price,returnsAccepted,startDay,soldDay,startHour,soldHour,titleLength,daysToSell
13,100,9.99,1,2,4,19,5,77,1.3988541666666667
461,99.5,16.99,1,2,4,5,5,79,30
461,99.5,16.99,1,2,4,5,5,79,30
69445,98,9.6,1,2,4,3,5,78,23.077349537037037
69445,98,9.6,1,2,4,3,5,78,23.077349537037037
11584,99.7,26.99,1,4,4,21,4,79,713.3300810185185
237,99.6,11.99,1,3,4,22,4,79,84.26122685185184
237,99.6,12.92,1,3,4,22,4,79,84.26122685185184
237,99.6,11.99,1,3,4,22,4,79,84.26122685185184
237,99.6,12.92,1,3,4,22,4,79,84.26122685185184
237,99.6,12.92,1,3,4,22,4,79,84.26122685185184
22,91.3,30,0,1,4,17,4,55,2.4369791666666667
16343,97.6,14.59,1,3,4,2,3,79,29.057731481481483
16343,97.6,14.59,1,3,4,2,3,79,29.057731481481483
16343,97.6,14.59,1,3,4,2,3,79,29.057731481481483
16343,97.6,14.59,1,3,4,2,3,79,29.057731481481483
22826,97.1,2.99,1,5,4,2,3,79,300
22826,97.1,2.99,1,5,4,2,3,79,300
22826,97.1,2.99,1,5,4,2,3,79,300
22826,97.1,2.99,1,5,4,2,3,79,300
22826,97.1,2.99,1,5,4,2,3,79,300
22826,97.1,2.99,1,5,4,2,3,79,300
637,98.8,18.99,1,4,4,3,3,79,7
637,98.8,18.99,1,4,4,3,3,79,7
637,98.8,18.99,1,4,4,3,3,79,7
124109,99.6,19.18,1,5,4,9,3,62,117.753125
124109,99.6,23.98,1,5,4,9,3,62,117.753125
515,100,299.99,1,2,4,22,3,64,22.211354166666666
390836,99.8,56.88,1,2,4,18,2,80,127.33939814814815
391415,99.8,32.46,1,0,4,23,2,80,122.11827546296297
390811,99.8,22.65,1,0,4,23,2,80,122.11521990740741
391226,99.8,24.75,1,3,4,2,2,74,525.9772337962963
390469,99.8,29.88,1,2,4,18,2,80,127.33947916666666
390728,99.8,36.98,1,2,4,19,2,80,127.27741898148147
391184,99.8,37.87,1,5,4,4,2,80,789.8964930555555
390772,99.8,18.12,1,2,4,18,2,79,127.33761574074074
390893,99.8,18.98,1,3,4,1,2,74,568.0147916666666
0,0,195,0,6,4,10,2,31,4.654976851851852
943,100,34.99,1,6,4,6,2,75,74.82876157407408
555,100,69.99,0,3,4,21,1,34,56.18805555555556
953,100,29.99,1,2,4,1,1,67,30
481,99.4,120,0,1,4,22,1,80,2.1499652777777776
6794,99.3,35.28,1,1,4,5,1,68,100.8450462962963
3088,99.2,26.46,1,5,4,13,1,80,26.500833333333333
5,100,90,0,1,4,16,1,31,9.358136574074074
603,100,100,0,2,4,23,0,70,1.037962962962963
980,98.1,59.99,1,1,4,10,0,75,9.580914351851852
107,100,16.99,0,1,4,14,0,70,9.416608796296297
0,0,110,0,1,4,13,0,47,2.449965277777778
732,100,39.99,0,3,4,20,0,79,0.16336805555555556
1032,99.7,36.99,1,6,4,4,0,55,11.827847222222223
1032,99.7,36.99,1,6,4,4,0,55,11.827847222222223
40,100,90,0,3,4,19,0,80,7.207858796296296
205,100,39.99,1,2,4,10,0,32,29.583171296296296
14187,99.6,35,1,5,4,14,0,78,264.3603125
24047,99.8,24.88,1,2,4,0,0,79,30
101674,98.2,32.72,1,1,4,23,0,80,240
645,100,495,1,4,3,15,23,59,13.336782407407407
1414,100,150.99,1,1,3,23,23,77,1080
24047,99.8,24.88,1,1,3,23,23,73,30
1277,100,819.99,0,6,3,19,23,77,11.156527777777777
71,100,29.99,0,5,3,21,23,48,19.079872685185187
142,100,160.05,1,2,3,11,23,79,29.48005787037037
62,100,375,0,1,3,15,23,47,9.333113425925927
20,100,20,1,3,3,10,23,75,0.53375
815,98.3,26.68,1,4,3,12,23,66,419.4719328703704
490324,99,12.97,1,2,3,21,23,75,1.0764699074074073
848,99,71,1,5,3,2,23,82,439.86082175925924
455,98.4,99.99,1,3,3,22,23,80,497.03349537037036
123,97.8,9.09,1,5,3,22,22,78,180
123,97.8,9.09,1,5,3,22,22,78,180
123,97.8,9.09,1,5,3,22,22,78,180
123,97.8,9.09,1,5,3,22,22,78,180
123,97.8,9.09,1,5,3,22,22,78,180
30,100,95,0,2,3,9,22,44,8.543009259259259
1364,100,99.99,1,1,3,22,22,64,30
20,100,20,1,3,3,9,22,56,0.5332870370370371
439,99.7,24.99,1,2,3,11,22,80,8.476944444444445
914,100,175,0,4,3,11,22,77,62.46076388888889
69,100,20,0,3,3,8,22,79,0.5687731481481482
6383,99.3,55,1,5,3,10,22,59,936.4668981481482
17,100,815,0,5,3,1,22,56,5.849918981481482
1414,100,109.99,1,1,3,22,22,80,1080
116,100,185,0,3,3,12,22,37,21.411099537037035
750,99.3,14.99,1,0,3,4,22,78,696.7035416666666
750,99.3,14.99,1,0,3,4,22,78,696.7035416666666
750,99.3,14.99,1,0,3,4,22,78,696.7035416666666
137,100,399.99,0,2,3,23,21,43,0.9194328703703704
43941,99.8,18.99,1,2,3,0,21,51,204.8741435185185
1084,100,159.97,0,5,3,21,21,75,26.017152777777778
14,100,23.5,0,4,3,9,21,71,6.499050925925926
14,100,23.5,0,4,3,9,21,71,6.499050925925926
14,100,23.5,0,4,3,9,21,71,6.499050925925926
14,100,23.5,0,4,3,9,21,71,6.499050925925926
14,100,23.5,0,4,3,9,21,71,6.499050925925926
7972,98.5,3.73,1,4,3,17,21,79,41.139467592592595
7972,98.5,3.73,1,4,3,17,21,79,41.139467592592595
1228,100,84.99,0,5,3,15,21,50,89.22255787037037
20,100,25.95,1,3,3,10,20,66,0.44591435185185185
76,100,185,0,3,3,15,20,41,0.22126157407407407
1393,100,29.95,1,5,3,3,20,80,40.7100462962963
1414,100,69.99,1,5,3,20,20,80,180
0,0,25,0,2,3,13,20,64,1.3071064814814815
69,96,54.99,0,0,3,20,20,80,150
69,96,54.99,0,0,3,20,20,80,150
69,96,54.99,0,0,3,20,20,80,150
22,100,155,0,2,3,6,20,80,1.5771875
2204,100,34.99,0,2,3,12,19,37,1.3039236111111112
5666,100,124.99,1,3,3,14,19,60,0.20034722222222223
431,76.5,16.71,1,1,3,13,19,80,107.24778935185185
3053,98.8,190,0,1,3,23,19,46,1.8143055555555556
16,84,20.59,1,3,3,18,19,76,210
16,84,27.99,1,3,3,18,19,76,210
86,98.9,350,0,3,3,18,18,77,0.013275462962962963
13802,99.9,56.78,1,2,3,19,18,70,133.9821875
13,100,180,0,2,3,12,18,48,1.2637847222222223
0,0,29.97,1,3,3,16,18,59,0.07796296296296296
310,100,28.4,0,5,3,14,18,80,61.151608796296294
573,100,135,0,4,3,3,18,26,13.596041666666666
22680,98.1,13.99,1,4,3,2,17,80,139.64920138888888
22680,98.1,13.99,1,4,3,2,17,80,139.64920138888888
119,100,30,0,2,3,23,17,36,0.7499074074074074
