feedbackScore,positiveFeedbackPercent,price,returnsAccepted,startDay,soldDay,startHour,soldHour,titleLength,daysToSell
21675,95.1,5.22,1,3,6,21,20,80,86.99712962962963
21675,95.1,20.88,1,3,6,21,20,80,86.99712962962963
21675,95.1,20.88,1,3,6,21,20,80,86.99712962962963
21675,95.1,5.19,1,4,6,22,20,80,85.92966435185186
21675,95.1,19.99,1,4,6,22,20,80,85.92966435185186
21674,95.1,6.99,1,3,6,20,20,80,87.00712962962963
21674,95.1,9.99,1,3,6,20,20,80,87.00712962962963
21675,95.1,4.78,1,4,6,21,20,78,85.98976851851852
21675,95.1,18.88,1,4,6,21,20,78,85.98976851851852
21675,95.1,18.88,1,4,6,21,20,78,85.98976851851852
1198,99.8,39.95,1,2,6,12,20,80,18.316979166666666
3014,100,75,1,4,6,9,20,66,2.4456018518518516
19398,99,6.89,1,3,6,2,20,80,24.74375
19398,99,18.39,1,3,6,2,20,80,24.74375
19398,99,18.39,1,3,6,2,20,80,24.74375
4682,100,194.99,1,4,6,10,20,80,23.415208333333332
58,98.5,39,1,4,6,0,20,80,30.821516203703705
70,97.4,36.34,1,1,6,13,19,80,33.25590277777778
13,100,99,0,5,6,8,19,34,1.475451388888889
63,100,29.98,1,4,6,19,19,78,30
40,100,80,0,3,6,19,19,66,9.997407407407408
119,100,39.99,0,2,6,23,18,36,3.7952430555555554
2633,100,80,1,3,6,18,18,41,24.03641203703704
9,100,2.99,0,4,6,0,18,37,9.745451388888888
187,100,359.49,1,5,6,17,18,52,29.062974537037036
66585,98.2,4.04,1,3,6,10,18,73,934.3394791666667
1114,100,349.99,1,2,6,0,18,60,46.762442129629626
42,97.2,150,0,5,6,16,18,67,22.094537037037036
2654,100,149.95,1,0,6,8,17,73,6.388993055555556
1819,100,99,0,1,6,13,17,75,117.1878587962963
54,100,25,0,5,6,3,17,75,1.5774884259259259
19276,99.8,13,1,4,6,17,17,80,30
1956,100,19.99,0,4,6,17,17,74,30
22,91.3,25,0,0,6,16,17,61,6.0468981481481485
17,100,205,0,5,6,15,16,33,1.0518518518518518
1390,100,17.99,1,2,6,12,16,70,4.160520833333333
665,98.9,69.99,1,5,6,16,16,73,120
3832,100,69.99,1,4,6,16,16,73,30
2868,99.5,250,0,3,6,12,16,44,3.166712962962963
78318,99.2,26.95,0,4,6,15,16,77,51.03251157407407
791,99.5,8.59,1,2,6,19,15,78,269.8243634259259
903,98.4,179.99,1,6,6,16,15,78,6.992488425925926
223192,98.1,12.96,1,1,6,9,15,76,124.2641087962963
2390,99.8,41.99,0,0,6,1,15,80,34.56260416666667
5165,100,109.99,1,1,6,22,15,80,18.699930555555557
927,98.7,87.96,1,2,6,16,15,76,430.9601736111111
927,98.7,87.96,1,2,6,16,15,78,430.9625925925926
290,95.6,55,0,0,6,18,15,39,26.844155092592594
856,99.7,60,1,6,6,2,15,55,7.5311111111111115
2337,100,30,0,4,6,7,14,59,16.290590277777778
243,100,38,1,6,6,23,14,67,41.61805555555556
589,96.7,80,0,6,6,17,14,71,20.88571759259259
24,96.3,150,0,5,6,4,14,79,1.4317708333333334
12745,98.2,2.92,1,0,6,13,14,79,447.04572916666666
10360,99.9,182.4,1,4,6,10,14,55,23.160208333333333
1288,100,211.11,0,5,6,12,14,68,29.06681712962963
12745,98.2,5.1,1,1,6,10,14,77,33.13060185185185
12748,98.2,5.77,1,1,6,10,14,53,33.13068287037037
4559,100,128.33,1,4,6,7,14,36,107.2715162037037
12746,98.2,50.46,1,1,6,14,13,78,361.98265046296297
445,100,143,0,4,6,16,13,74,1.9012962962962963
21,100,35,0,5,6,19,13,58,56.75621527777778
18864,99.3,14,1,2,6,17,13,62,94.82932870370371
38,100,220,0,5,6,22,12,73,0.5980439814814815
2629,100,445.5,1,1,6,21,12,47,39.6108912037037
592,95.3,96.55,1,1,6,11,11,79,390
9034,100,539.99,1,6,6,11,11,69,819.0034606481481
4767,100,14.99,0,0,6,14,11,80,5.878622685185185
4667,100,119.99,0,3,6,0,11,72,3.452615740740741
4,100,100,0,4,6,14,11,35,15.862430555555555
2281,99.8,107.99,1,5,6,18,11,76,70.69347222222223
14914,99.8,325,1,1,6,17,10,64,249.6682638888889
13,100,92.5,0,3,6,19,10,55,2.631689814814815
20,100,25.95,1,5,6,6,10,62,1.1654282407407408
0,0,175,0,3,6,21,10,21,2.526898148148148
31,100,120,0,5,6,14,10,32,21.812048611111113
6741,100,35,1,4,6,9,9,77,30
11520,100,140,1,6,6,9,9,80,6.999317129629629
16013,96,4.8,1,3,6,21,9,80,72.50701388888889
16013,96,18.61,1,3,6,21,9,80,72.50701388888889
16080,96,24.99,1,5,6,21,9,72,56.514016203703704
16080,96,24.99,1,5,6,21,9,72,56.514016203703704
16013,96,3.83,1,4,6,21,9,80,78.50521990740741
16013,96,13.88,1,4,6,21,9,80,78.50521990740741
80,98.8,70,0,4,6,12,8,71,29.82863425925926
87,90,117,0,4,6,11,8,56,22.899074074074075
408,100,259.99,1,6,6,12,8,80,13.818634259259259
79278,99.2,20,0,5,6,16,8,80,511.6774537037037
41,97.7,400,1,1,6,19,8,71,4.543136574074074
24,100,285,0,3,6,8,8,34,2.9714699074074074
76,95.7,93.43,1,1,6,20,8,78,4.484652777777778
400,98.9,17.99,1,4,6,2,7,76,296.2021759259259
261023,98.1,10.74,1,1,6,17,7,77,333.5521527777778
261023,98.1,10.74,1,1,6,17,7,77,333.5521527777778
260972,98.1,6.99,1,2,6,16,7,79,486.6341203703704
292592,98.3,17.29,1,2,6,23,6,75,59.32414351851852
292592,98.3,17.29,1,2,6,23,6,75,59.32414351851852
760,98.6,14,1,5,6,6,6,78,169.01989583333332
760,98.6,20.99,1,2,6,1,6,75,277.1870601851852
744,99.8,39.9,1,1,6,20,6,77,11.42181712962963
1428,98.5,101.6,1,4,6,5,5,79,30
2209,99.6,260,1,1,6,13,5,75,95.69761574074074
94,100,295,0,2,6,11,5,55,45.7805787037037
183,100,28,0,2,6,15,5,62,3.575439814814815
2011,94.3,25.64,1,3,6,22,5,72,149.27690972222223
554,100,149,0,6,6,13,5,77,6.66144675925926
1045,99.6,14.25,1,4,6,5,5,77,450
829,100,39.95,1,3,6,15,4,80,9.563090277777778
513,99.7,37.55,1,0,6,6,4,78,187.90556712962962
514,99.7,46.94,1,2,6,10,4,58,122.76784722222222
514,99.7,48.28,1,2,6,10,4,78,122.73648148148148
513,99.7,49.62,1,3,6,17,4,79,93.46564814814815
514,99.7,21.45,1,3,6,23,4,80,93.22581018518518
2217,100,19.99,1,3,6,9,4,80,737.7787962962963
0,0,180,0,6,6,20,4,64,27.314189814814814
928,99.5,69.95,1,1,6,15,3,73,18.4828125
928,99.5,69.95,1,1,6,15,3,73,18.4828125
0,0,21,0,5,6,2,3,80,1.046875
12,100,50,0,4,6,3,3,74,30
1608,98.9,124.88,0,4,6,2,2,80,1500
68457,98.1,6.49,1,4,6,4,2,75,106.91890046296297
6,100,300,0,2,6,12,2,76,24.56275462962963
3453,99.8,288,0,0,6,2,1,78,12.965613425925927
1962,100,32.95,1,0,6,23,1,70,12.10170138888889
352,98.4,30.77,0,1,6,12,1,79,39.525729166666665
18803,99.2,27.29,1,4,6,6,1,69,29.795185185185186
4197,100,20,1,4,6,20,0,58,204.1999189814815
21,100,184,0,2,6,19,0,35,3.1949074074074075
123,98.6,49.99,1,3,6,13,0,60,51.46486111111111
190,100,4.5,1,4,6,21,0,63,36.10439814814815
151793,98,20.37,1,2,5,15,23,76,297.29997685185185
151793,98,20.37,1,2,5,15,23,76,297.29997685185185
145,99.1,30.52,1,4,5,5,23,80,99.75924768518519
0,0,29.33,1,5,5,17,23,63,0.2644675925925926
20056,98.2,19.54,1,3,5,4,23,79,772.7646180555555
20056,98.2,19.54,1,3,5,4,23,79,772.7646180555555
20056,98.2,19.54,1,3,5,4,23,79,772.7646180555555
20056,98.2,19.54,1,3,5,4,23,79,772.7646180555555
20056,98.2,19.54,1,3,5,4,23,79,772.7646180555555
0,100,24.9,0,3,5,11,23,74,2.5
1,100,9.99,0,4,5,4,23,75,22.76699074074074
416,99.3,16.49,1,4,5,2,23,78,141.8634375
416,99.3,16.49,1,4,5,2,23,78,141.8634375
416,99.3,4.89,1,1,5,8,23,74,298.57769675925925
21,91.3,30,0,4,5,21,22,60,1.076724537037037
48,98,60,0,5,5,18,22,78,0.19568287037037038
282,100,140.5,1,0,5,18,22,67,173.19665509259258
31,100,225,0,6,5,15,22,58,13.299907407407407
1033,100,139,0,3,5,22,22,80,30
1033,100,139,0,3,5,22,22,80,30
183,100,85,0,5,5,17,22,70,0.2111111111111111
0,100,23.88,0,3,5,10,22,71,2.499953703703704
0,0,29.49,1,5,5,15,22,47,0.28953703703703704
4803,100,48.5,1,3,5,18,22,66,9.166712962962963
2,100,39.9,0,1,5,10,22,74,4.499988425925926
146,100,119.99,1,4,5,23,21,72,287.87680555555556
1,100,23.99,0,2,5,21,21,71,3
13,100,26.99,1,4,5,21,21,77,0.9760532407407407
13,100,29.99,1,4,5,21,21,77,0.9760532407407407
0,0,23.99,0,6,5,9,21,75,6.5
1630,99.5,79.99,0,1,5,22,21,80,10.940914351851852
760,100,109.99,1,4,5,14,21,65,232.23546296296297
760,100,109.99,1,4,5,14,21,65,232.23546296296297
10,100,199.99,0,2,5,10,21,41,10.458969907407408
154,100,25.99,0,2,5,20,21,79,10.042731481481482
3432,99.8,41.74,1,1,5,2,21,43,333.73550925925923
465,100,14.01,1,1,5,14,20,76,4.270590277777778
32,100,206.35,0,0,5,14,20,64,19.268946759259258
41,100,125,1,5,5,15,20,36,0.22125
12,100,125,0,1,5,11,20,68,18.357199074074074
1307,98,12.96,0,5,5,18,20,68,0.04780092592592593
10,100,29.6,1,6,5,5,19,67,6.6061805555555555
10,100,29.6,1,6,5,5,19,67,6.6061805555555555
10,100,29.6,1,6,5,5,19,67,6.6061805555555555
10,100,29.6,1,6,5,5,19,67,6.6061805555555555
77,100,149.99,0,5,5,9,19,69,0.41898148148148145
2079,100,45,1,1,5,10,19,80,4.364675925925926
12644,99.9,44.95,1,5,5,19,19,79,111.98556712962963
19045,99.9,59,1,2,5,5,18,46,80.56844907407407
20,100,175,0,4,5,13,18,79,8.239340277777778
313,100,27.75,1,3,5,18,18,74,2.025023148148148
1358,100,199.99,1,0,5,21,18,76,18.884386574074075
9112,99,100,1,3,5,10,18,76,30.33429398148148
172,100,55,0,4,5,15,18,52,8.108310185185186
10060,99.5,285.31,1,5,5,1,18,29,7.690613425925926
2,60,29.95,1,1,5,1,17,41,165.6805787037037
2,60,29.95,1,1,5,1,17,41,165.6805787037037
773,100,120,0,2,5,13,17,35,17.19087962962963
4682,100,99.99,0,2,5,11,17,66,17.266180555555554
3,100,29.99,0,5,5,0,17,76,7.722314814814815
48,98.5,17.16,1,0,5,6,17,79,89.47658564814814
48,98.5,17.16,1,0,5,6,17,79,89.47658564814814
11,100,55,0,5,5,12,17,77,7.206666666666667
21,100,145,0,1,5,19,17,52,3.9002199074074073
183,100,90,0,4,5,14,17,70,1.1045833333333333
925,100,99.99,0,1,5,22,17,79,297.72136574074074
0,0,79.99,0,6,5,22,16,38,61.77651620370371
1093,100,69.95,1,5,5,1,16,56,21.64175925925926
1034,99.3,34.65,0,6,5,12,16,25,6.154872685185185
45,100,26,0,6,5,13,15,22,6.088796296296296
13,100,39.99,1,2,5,22,15,79,16.690358796296298
214,100,150,1,5,5,14,15,79,56.02178240740741
425,99,115,0,4,5,19,15,28,0.8072916666666666
41,100,125,1,0,5,22,15,36,4.706041666666667
7514,100,420,1,2,5,9,15,69,24.223703703703702
174,100,34.83,1,0,5,11,15,80,250.0935763888889
174,100,34.83,1,0,5,11,15,80,250.0935763888889
175,100,39.99,1,3,5,10,15,80,338.2094212962963
175,100,39.85,1,3,5,10,15,79,338.2087037037037
175,100,39.99,1,3,5,10,15,80,338.2094212962963
175,100,39.85,1,3,5,10,15,79,338.2087037037037
405,100,469.99,1,2,5,20,14,75,2.7753819444444443
1352,99.2,149.99,1,0,5,18,14,41,11.818113425925926
21912,99.8,19.51,1,4,5,10,14,80,15.17162037037037
10941,99.9,24.95,1,3,5,14,14,79,30
160,98.4,100,0,4,5,16,14,42,0.8977662037037037
309,98.6,295,0,5,5,8,14,49,0.24722222222222223
771,98,31.34,1,1,5,8,14,79,1292.2295833333333
771,98,31.34,1,1,5,8,14,79,1292.2295833333333
9333,99.6,54.95,1,1,5,20,13,63,122.71108796296296
8,100,108,0,5,5,9,13,41,0.1979050925925926
0,0,90,0,4,5,10,13,36,8.15076388888889
5,100,85,1,4,5,22,13,50,0.6593287037037037
76,100,148,0,4,5,10,13,55,8.13625
24,100,180,0,2,5,21,13,41,16.666550925925925
964,100,184.99,0,4,5,14,13,45,14.95587962962963
4858,99.5,42.5,1,4,5,20,13,64,21.720960648148147
328,100,32.76,1,2,5,2,13,80,3.4555902777777776
4452,100,96,1,3,5,21,13,79,141.64453703703703
135,100,359.99,0,4,5,16,13,56,21.888136574074075
21,100,230,0,4,5,22,13,63,28.617453703703703
20,100,25.95,1,3,5,10,13,72,2.1157291666666667
627,94.4,100,0,1,5,20,13,30,3.6775
4167,98.6,18.45,1,6,5,11,12,79,209.0051736111111
4186,98.6,40.09,1,6,5,14,12,80,243.90641203703703
343,96.5,34.03,1,2,5,7,12,79,52.22953703703703
77,100,149.99,0,4,5,22,12,75,0.6095486111111111
366,96.5,25.59,1,2,5,5,12,78,17.304699074074072
37,100,30,0,2,5,13,12,33,9.951539351851851
450,100,135,1,6,5,21,12,80,26.645069444444445
4186,98.6,69.82,1,2,5,20,12,37,233.6220138888889
4186,98.6,33.74,1,6,5,14,12,80,243.88083333333333
59,100,54.8,0,0,5,15,12,80,46.86074074074074
56,97.1,90,0,1,5,17,12,75,3.7611458333333334
22,91.3,30,0,1,5,13,11,56,3.914537037037037
6,83.3,39.99,1,6,5,7,11,77,41.18353009259259
6,83.3,39.99,1,6,5,7,11,77,41.18353009259259
6,83.3,39.99,1,6,5,7,11,77,41.18353009259259
8806,100,7.89,1,1,5,18,11,77,101.73783564814815
4186,98.6,36.12,1,6,5,14,11,80,243.85288194444445
4186,98.6,48.05,1,2,5,20,11,78,233.5897337962963
41,100,6,0,5,5,23,11,64,153.49484953703703
148,99,2050,0,3,5,12,11,79,1.9363541666666666
3190,99.7,25,1,4,5,14,10,66,0.8639699074074074
663,97.1,39.9,1,6,5,1,10,80,580.3273379629629
780,100,59.95,1,4,5,13,10,38,28.884756944444444
12816,99.5,56.24,1,4,5,18,10,66,28.672337962962963
442,98.9,32,1,6,5,22,10,39,5.513564814814814
3,100,24.99,0,2,5,10,10,76,3
3,100,24.99,0,2,5,10,10,76,3
3,100,24.99,0,2,5,10,10,76,3
933,100,19.95,1,3,5,10,10,76,30
0,0,29.69,1,4,5,16,10,59,0.7579513888888889
0,100,49.89,1,2,5,2,10,58,17.327002314814816
0,0,29.69,1,4,5,15,9,58,0.7793171296296296
202,100,124.99,1,4,5,22,9,35,0.4681712962962963
55,92.9,170,0,0,5,9,9,31,33.02846064814815
0,100,70,0,2,5,4,9,60,17.18957175925926
4662,99.3,90,1,3,5,1,9,69,9.302835648148148
1618,98.8,85,1,6,5,15,8,37,19.67653935185185
1618,98.8,85,1,6,5,15,8,37,19.67653935185185
2,100,15.9,1,1,5,11,8,71,3.866597222222222
2,100,15.9,1,1,5,11,8,71,3.866597222222222
2,100,15.9,1,1,5,11,8,71,3.866597222222222
2,100,15.9,1,1,5,11,8,71,3.866597222222222
2,100,15.9,1,1,5,11,8,71,3.866597222222222
6,100,210,0,5,5,17,7,33,34.600023148148146
46,100,60,0,2,5,14,7,67,338.6906134259259
36965,99.5,78.04,1,6,5,12,7,45,117.79922453703703
36943,99.5,96.19,1,6,5,12,7,80,117.80114583333334
23,100,49.99,1,1,5,6,7,39,4.015752314814815
3158,99.6,433.16,1,3,5,12,6,52,190.75913194444445
3362,100,126.99,1,4,5,15,5,79,357.57175925925924
3379,100,98.1,1,4,5,16,5,65,357.5658912037037
0,100,49.99,1,4,5,3,5,69,8.059722222222222
0,100,49.99,1,4,5,3,5,69,8.059722222222222
2003,99.1,22.37,1,6,5,2,5,79,783.0871643518518
2003,99.1,22.37,1,6,5,2,5,79,783.0871643518518
18502,99.9,69.81,1,2,5,16,4,80,2.5224652777777776
20,100,25.95,1,3,5,10,4,70,1.770023148148148
37730,99.9,7.95,1,5,5,13,4,33,496.59942129629627
0,99.9,7.95,1,5,5,13,4,33,496.59942129629627
1962,100,28.95,1,0,5,23,3,77,11.201458333333333
291,100,25,1,3,5,3,3,77,30
134400,99.1,28.99,1,4,5,11,3,77,28.66929398148148
69,98.6,20,0,0,5,4,3,71,60.953287037037036
134400,99.1,23.99,1,3,5,11,3,79,29.65710648148148
134400,99.1,23.99,1,3,5,11,3,79,29.65710648148148
76,100,115,0,4,5,15,3,45,0.5127314814814815
323,100,110,0,1,5,12,3,61,31.614675925925926
344,97.8,32.99,1,4,5,12,3,77,294.56303240740743
344,97.8,32.99,1,4,5,12,3,77,294.56303240740743
306,99.6,47.95,0,4,5,11,2,79,0.6552430555555555
1380,100,195,1,0,5,11,2,71,298.58368055555553
238287,98.9,14.79,1,2,5,4,1,77,79.90694444444445
10,91.7,29.99,1,1,5,6,1,65,3.821550925925926
479,98.1,519,0,2,5,12,1,55,44.54894675925926
2,100,18.6,0,1,5,9,1,77,3.6613310185185184
416,99.3,13.79,1,5,5,19,1,78,356.2343402777778
416,99.3,13.85,1,0,5,6,1,77,144.7931712962963
416,99.3,13.85,1,0,5,6,1,77,144.7931712962963
2148,99.7,118,0,2,5,1,1,78,10.002245370370371
447,100,1288.4,1,2,5,1,1,62,10
25,96.4,125,0,4,5,16,0,33,0.33859953703703705
137,100,2500,0,1,5,15,0,74,3.365740740740741
7,100,153,0,6,5,12,0,37,19.52045138888889
301,100,18.49,0,4,5,17,0,80,70.2850462962963
9170,99.2,114.99,1,4,5,2,0,77,784.9153240740741
2019,100,17.99,0,3,5,9,0,77,22.61855324074074
21456,97.4,10.11,1,2,4,23,23,80,30
21456,97.4,10.11,1,2,4,23,23,80,30
21456,97.4,10.11,1,2,4,23,23,80,30
970,100,199,1,1,4,18,23,79,24.224143518518517
219,99.5,46.9,1,2,4,22,23,79,240
38612,97.7,11.99,1,5,4,21,22,70,300
38612,97.7,11.99,1,5,4,21,22,70,300
38612,97.7,11.99,1,5,4,21,22,70,300
7,100,120,1,2,4,21,22,79,240
100386,97.9,29.99,1,6,4,13,22,23,5.389293981481481
100386,97.9,29.99,1,6,4,13,22,23,5.389293981481481
0,0,29.49,1,4,4,15,22,51,0.30190972222222223
228,98.5,83,0,3,4,23,22,64,7.9756481481481485
226,99.6,24.99,0,1,4,14,22,80,45.33190972222222
27667,99.4,12.69,1,5,4,22,22,77,90
27667,99.4,12.69,1,5,4,22,22,77,90
27667,99.4,12.69,1,5,4,22,22,77,90
27667,99.4,12.69,1,5,4,22,22,77,90
27667,99.4,12.69,1,5,4,22,22,77,90
765,92.3,38.99,0,0,4,18,22,73,25.181527777777777
489573,99,22.97,1,3,4,18,22,75,8.16667824074074
18969,97.9,9.99,1,1,4,5,22,80,94.69428240740741
18969,97.9,9.99,1,1,4,5,22,80,94.69428240740741
18969,97.9,9.99,1,1,4,5,22,80,94.69428240740741
18969,97.9,9.99,1,1,4,5,22,80,94.69428240740741
2699,99.5,156.75,1,6,4,13,22,78,19.365972222222222
532,100,480,0,5,4,15,22,65,6.281134259259259
30665,99.7,78,1,3,4,12,22,77,267.3441898148148
41662,99.9,78,1,3,4,20,22,70,274.0378587962963
1414,100,150,1,5,4,22,22,80,1560
110,100,199.99,1,6,4,8,21,54,19.544016203703702
4,100,340,0,0,4,13,21,62,39.33939814814815
1566,100,19.1,0,2,4,7,21,81,2.5889583333333333
14,100,15.99,1,2,4,21,21,78,30
14,100,15.99,1,2,4,21,21,78,30
14,100,15.99,1,2,4,21,21,78,30
14,81.8,50.62,0,4,4,3,21,80,28.737118055555555
14,81.8,50.62,0,4,4,3,21,80,28.737118055555555
53352,98.8,10.89,1,6,4,21,21,80,180
53352,98.8,10.89,1,6,4,21,21,80,180
42,100,70,1,3,4,11,21,79,232.38375
14,100,45,0,1,4,13,21,51,24.34832175925926
130056,99.7,14.97,1,3,4,22,21,77,28.942465277777778
926,100,50,1,4,4,18,21,73,0.10820601851851852
0,100,68.5,1,2,4,0,21,69,2.8586689814814816
9635,97.7,10.3,1,6,4,15,21,78,145.24899305555556
9635,97.7,12.27,1,6,4,15,21,78,145.24899305555556
21,91.3,30,0,1,4,21,21,60,3.0049189814814814
1414,100,45.99,1,0,4,20,20,79,1530
204,99.5,34.78,1,1,4,18,20,66,150.06045138888888
26,95.5,158,0,1,4,12,20,56,108.32336805555556
697,100,25,0,3,4,22,20,72,0.9107638888888889
1441,100,129,1,6,4,16,20,61,180.15293981481483
0,0,162.75,0,0,4,7,19,75,32.530081018518516
22463,98,149,0,3,4,9,19,56,15.432326388888889
483,100,209,0,3,4,2,19,70,1.7066435185185185
1082,100,180,1,4,4,10,19,73,7.363726851851852
102,100,120,0,2,4,18,19,46,2.0564583333333335
964,100,34.99,0,1,4,19,19,78,2.992650462962963
578,100,500,0,1,4,10,19,42,220.2996875
797,96.7,4.95,1,0,4,23,18,80,262.7682291666667
797,96.7,4.99,1,0,4,23,18,80,262.7682291666667
797,96.7,4.99,1,0,4,23,18,80,262.7682291666667
797,96.7,4.99,1,0,4,23,18,80,262.7682291666667
797,96.7,4.99,1,0,4,23,18,80,262.7682291666667
797,96.7,4.99,1,0,4,23,18,80,262.7682291666667
797,96.7,4.99,1,0,4,23,18,80,262.7682291666667
797,96.7,4.99,1,0,4,23,18,80,262.7682291666667
544,100,1250,1,1,4,9,18,56,10.357141203703703
76,100,115,0,4,4,15,18,42,0.12591435185185185
20,100,25.95,1,3,4,10,18,70,1.3262847222222223
274,100,90,0,2,4,14,18,30,16.166412037037038
20,100,25.95,1,3,4,10,17,74,1.2860532407407408
8471,99.9,39.95,0,5,4,19,17,71,754.9285763888889
96,100,149,0,5,4,9,17,44,6.343391203703704
2640,100,149,1,2,4,5,17,70,93.48604166666667
2444,98.4,23.6,1,6,4,2,17,80,54.629953703703706
2,100,15.6,0,3,4,15,17,71,1.0613541666666666
2,100,15.6,0,3,4,15,17,71,1.0613541666666666
2,100,15.6,0,3,4,15,17,71,1.0613541666666666
2,100,15.6,0,3,4,15,17,71,1.0613541666666666
2,100,15.6,0,3,4,15,17,71,1.0613541666666666
1759,98.4,15.23,1,1,4,3,17,80,52.57398148148148
145860,99.6,44.99,1,3,4,18,17,77,49.96032407407407
145861,99.6,44.99,1,3,4,15,17,80,50.04527777777778
145860,99.6,54.99,1,3,4,17,17,72,49.961909722222224
145860,99.6,54.99,1,3,4,17,17,73,49.989641203703705
145860,99.6,44.99,1,3,4,18,17,78,49.94788194444445
10,100,140,0,5,4,23,17,53,5.718171296296297
2224,97.7,30.16,1,3,4,21,16,80,238.73783564814815
2110,97.7,48.41,1,3,4,21,16,70,238.74625
745,98.5,249.99,0,1,4,15,16,67,59.013321759259256
2163,97.7,39.18,1,4,4,16,16,72,139.9904050925926
1414,100,99.99,1,2,4,16,16,80,1080
19660,99.2,11.49,1,2,4,19,15,42,99.84362268518518
19660,99.2,11.49,1,2,4,19,15,42,99.84362268518518
2223,97.7,19.74,1,6,4,14,15,80,242.98586805555556
2223,97.7,45.21,1,4,4,17,15,75,272.8765162037037
2224,97.7,39.31,1,5,4,11,15,79,272.13663194444445
20,100,25.95,1,3,4,10,15,74,1.2206828703703703
1188,99.7,100,0,2,4,15,15,57,8.990266203703703
10355,99.9,75,1,3,4,17,15,64,308.87505787037037
626,100,19.99,0,3,4,21,15,50,14.742685185185184
1073,100,17.99,1,0,4,21,15,79,3.7419560185185183
311,99.7,50,1,5,4,13,15,74,307.03836805555557
16644,99.7,22,1,2,4,14,14,57,30
114,100,8.99,0,3,4,11,14,43,15.11824074074074
89,98.7,54.99,0,5,4,12,14,27,76.10445601851852
15629,98.3,20,0,1,4,21,14,57,16.691643518518518
734,100,72.05,1,2,4,14,14,72,30
3529,100,27.98,0,5,4,17,14,80,19.84552083333333
7,100,30.99,1,2,4,9,13,78,240.15864583333334
7,100,30.99,1,2,4,9,13,78,240.15864583333334
7,100,30.99,1,2,4,9,13,78,240.15864583333334
43,100,430,0,2,4,14,13,27,8.95701388888889
381,100,120,0,5,4,0,13,58,41.553587962962965
184,99.4,39.99,1,2,4,13,13,76,30
184,99.4,39.99,1,2,4,13,13,76,30
1414,100,110,1,5,4,13,13,79,1560
2498,100,398,0,1,4,21,13,64,2.654398148148148
63,97.5,14.99,1,0,4,6,13,76,4.278125
63,97.5,14.99,1,0,4,6,13,76,4.278125
63,97.5,14.99,1,0,4,6,13,76,4.278125
63,97.5,14.99,1,0,4,6,13,76,4.278125
1,0,285,0,4,4,9,12,26,0.15347222222222223
5812,99.8,168,1,3,4,10,12,70,330.0289814814815
247,100,225,0,6,4,11,12,78,12.0575
22,100,69.99,0,0,4,22,12,74,24.577997685185185
186,99.5,10.5,1,4,4,10,12,80,0.05258101851851852
60,100,95,1,2,4,14,12,74,15.9090625
1414,100,119.99,1,5,4,11,11,77,1560
12,100,30,0,3,4,22,11,77,28.529710648148146
3,100,26.3,1,6,4,8,11,71,5.124074074074074
3,100,26.3,1,6,4,8,11,71,5.124074074074074
3,100,26.3,1,6,4,8,11,71,5.124074074074074
3,100,26.3,1,6,4,8,11,71,5.124074074074074
1194,100,129,0,4,4,16,10,75,195.76618055555556
5,100,95,1,3,4,23,10,50,0.49528935185185186
178,96.9,33.97,1,2,4,14,10,80,120.83841435185185
285,100,180,0,1,4,11,10,42,16.95888888888889
1814,100,189.95,0,1,4,8,10,78,3.069803240740741
62,91.7,187.99,0,0,4,12,9,66,38.88229166666667
883,100,35,0,6,4,12,9,76,18.85681712962963
6747,100,465.07,1,4,4,10,9,41,594.9151736111111
264454,99.6,42.99,1,5,4,10,9,72,194.94587962962962
185,94.1,77.77,1,4,4,8,9,75,678.9617824074074
185,94.1,77.77,1,4,4,8,9,75,678.9617824074074
673,100,235,0,2,4,19,8,67,1.5391087962962964
408,100,170,1,3,4,12,8,31,35.84809027777778
408,100,170,1,3,4,12,8,31,35.84809027777778
2632,100,179.1,1,1,4,13,8,72,30.781122685185185
13760,99.7,189.99,1,4,4,12,7,71,265.7646759259259
13760,99.7,189.99,1,4,4,12,7,71,265.7646759259259
13760,99.7,189.99,1,4,4,12,7,71,265.7646759259259
48,100,29.5,1,0,4,5,7,73,67.06831018518518
48,100,29.5,1,0,4,5,7,73,67.06831018518518
48,100,29.5,1,0,4,5,7,73,67.06831018518518
176,100,27.99,1,5,4,10,7,76,89.88221064814815
176,100,27.99,1,5,4,10,7,76,89.88221064814815
129,98.6,12.66,1,0,4,4,6,82,18.099027777777778
129,98.6,13.69,1,0,4,4,6,77,18.09865740740741
3,100,88,0,4,4,9,6,37,6.909363425925926
2743,99.6,100.99,1,1,4,4,6,77,129.06412037037038
5781,99.8,179.99,1,2,4,6,6,79,30
1045,99.6,12.08,1,4,4,6,6,77,420
1045,99.6,12.08,1,4,4,6,6,77,420
55509,98.7,10.48,1,1,4,6,5,75,100.9797337962963
55509,98.7,10.48,1,1,4,6,5,75,100.9797337962963
6285,98.4,26.49,1,4,4,6,5,80,27.973761574074075
1860,100,14.99,0,0,4,15,5,47,10.595543981481482
516,98.8,35.99,1,5,4,10,5,80,509.8033564814815
516,98.8,35.99,1,5,4,10,5,80,509.8033564814815
0,98.8,39.99,1,5,4,10,5,80,509.8033564814815
0,98.8,35.99,1,5,4,10,5,80,509.8033564814815
0,98.8,39.99,1,5,4,10,5,80,509.8033564814815
